Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6723,Netsu Chu! Pro Yakyuu 2002,Play Station 2,2002,Sports,Namco Bandai Games,0,0,0.25,0,0.25
7702,Shaman King: Spirit of Shamans,Play Station,2002,Action,Namco Bandai Games,0,0,0.18,0.01,0.2
7818,Tales of the World: Narikiri Dungeon 2,Game Boy Advance,2002,Role-Playing,Namco Bandai Games,0,0,0.19,0,0.19
9059,Kamen Rider Ryuki,Play Station,2002,Action,Namco Bandai Games,0,0,0.13,0.01,0.14
9220,Ultimate Muscle - The Kinnikuman Legacy: LeSega Genesisds vs New Sega Genesiseration,GameCube,2002,Fighting,Namco Bandai Games,0.04,0.01,0.08,0,0.14
10127,InuYasha: A Feudal Fairy Tale,Play Station,2002,Fighting,Namco Bandai Games,0,0,0.1,0.01,0.11
10232,Ninja Assault,Play Station 2,2002,Shooter,Namco Bandai Games,0.05,0.04,0,0.01,0.11
12579,Klonoa Beach Volleyball,Play Station,2002,Sports,Namco Bandai Games,0.03,0.02,0,0,0.06
12899,Samurai Deeper Kyo,Play Station,2002,Fighting,Namco Bandai Games,0,0,0.05,0,0.05
13855,Klonoa Heroes: Densetsu no Star Medal,Game Boy Advance,2002,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04
14002,Smashing Drive,Xbox (2001),2002,Racing,Namco Bandai Games,0.03,0.01,0,0,0.04
14479,Klonoa 2: Dream Champ Tournament,Game Boy Advance,2002,Platform,Namco Bandai Games,0.02,0.01,0,0,0.03
15129,Jitsumei Jikkyou Keiba Dream Classic 2002,Play Station 2,2002,Sports,Namco Bandai Games,0,0,0.02,0,0.02
620,Mortal Kombat: Deadly Alliance,Play Station 2,2002,Fighting,Midway Games,1.81,0.52,0,0.15,2.49
2169,Mortal Kombat: Deadly Alliance,Xbox (2001),2002,Fighting,Midway Games,0.77,0.15,0,0.04,0.96
4487,NFL Blitz 20-03,Play Station 2,2002,Sports,Midway Games,0.21,0.17,0,0.06,0.44
4751,Mortal Kombat: Deadly Alliance,GameCube,2002,Fighting,Midway Games,0.31,0.08,0,0.01,0.41
4798,Defender,Play Station 2,2002,Misc,Midway Games,0.2,0.15,0,0.05,0.4
5417,Spy Hunter,Xbox (2001),2002,Racing,Midway Games,0.25,0.07,0,0.01,0.34
6193,NFL Blitz 20-02,Play Station 2,2002,Sports,Midway Games,0.14,0.11,0,0.04,0.28
6211,NHL Hitz 20-03,Play Station 2,2002,Sports,Midway Games,0.14,0.11,0,0.04,0.28
7136,Legion: The LeSega Genesisd of Excalibur,Play Station 2,2002,Action,Midway Games,0.11,0.09,0,0.03,0.22
7556,MLB SlugFest 20-03,Xbox (2001),2002,Sports,Midway Games,0.15,0.04,0,0.01,0.2
7587,Spy Hunter,GameCube,2002,Racing,Midway Games,0.16,0.04,0,0.01,0.2
8104,Gauntlet: Dark Legacy,GameCube,2002,Action,Midway Games,0.14,0.04,0,0,0.18
8149,Fireblade,Play Station 2,2002,Action,Midway Games,0.09,0.07,0,0.02,0.18
8415,Gauntlet: Dark Legacy,Xbox (2001),2002,Action,Midway Games,0.13,0.04,0,0.01,0.17
8540,Dr. Muto,Play Station 2,2002,Platform,Midway Games,0.08,0.06,0,0.02,0.16
8994,MLB SlugFest 20-03,GameCube,2002,Sports,Midway Games,0.11,0.03,0,0,0.15
9104,NFL Blitz 20-03,Xbox (2001),2002,Sports,Midway Games,0.11,0.03,0,0.01,0.14
9197,NFL Blitz 20-03,GameCube,2002,Sports,Midway Games,0.11,0.03,0,0,0.14
10111,NHL Hitz 20-03,Xbox (2001),2002,Sports,Midway Games,0.08,0.02,0,0,0.11
10287,Defender,GameCube,2002,Misc,Midway Games,0.08,0.02,0,0,0.11
10424,Gravity Games Bike: Street Vert Dirt,Play Station 2,2002,Sports,Midway Games,0.05,0.04,0,0.01,0.1
10849,NFL Blitz 20-02,Xbox (2001),2002,Sports,Midway Games,0.07,0.02,0,0,0.09
11083,Defender,Xbox (2001),2002,Misc,Midway Games,0.07,0.02,0,0,0.09
11120,NFL Blitz 20-02,GameCube,2002,Sports,Midway Games,0.07,0.02,0,0,0.09
11550,Fireblade,Xbox (2001),2002,Action,Midway Games,0.06,0.02,0,0,0.08
11643,NHL Hitz 20-03,GameCube,2002,Sports,Midway Games,0.06,0.02,0,0,0.08
12151,ReDreamcasrard 20-03,Play Station 2,2002,Sports,Midway Games,0.03,0.03,0,0.01,0.07
12750,Dr. Muto,Xbox (2001),2002,Platform,Midway Games,0.04,0.01,0,0,0.06
14118,ReDreamcasrard 20-03,Xbox (2001),2002,Sports,Midway Games,0.03,0.01,0,0,0.03
14396,Dr. Muto,GameCube,2002,Platform,Midway Games,0.02,0.01,0,0,0.03
14662,Fireblade,GameCube,2002,Action,Midway Games,0.02,0.01,0,0,0.03
15136,ReDreamcasrard 20-03,GameCube,2002,Sports,Midway Games,0.02,0,0,0,0.02
16566,Mortal Kombat: Deadly Alliance,Game Boy Advance,2002,Fighting,Midway Games,0.01,0,0,0,0.01
3889,HSX HyperSonic.Xtreme,Play Station 2,2002,Racing,Midas Interactive Entertainment,0.25,0.2,0,0.07,0.51
12907,Bust-A-Bloc,Play Station 2,2002,Puzzle,Midas Interactive Entertainment,0,0,0.05,0,0.05
789,Project Gotham Racing (JP weekly sales),Xbox (2001),2002,Action,Microsoft Game Studios,1.54,0.44,0.04,0.07,2.1
1803,MechAssault,Xbox (2001),2002,Simulation,Microsoft Game Studios,1.01,0.1,0,0.03,1.13
3290,NFL Fever 2003,Xbox (2001),2002,Sports,Microsoft Game Studios,0.46,0.13,0,0.02,0.61
3551,RalliSport Challenge,Xbox (2001),2002,Racing,Microsoft Game Studios,0.39,0.16,0,0.02,0.57
3607,Blinx: The Time Sweeper,Xbox (2001),2002,Platform,Microsoft Game Studios,0.39,0.15,0,0.02,0.56
5100,NBA Inside Drive 2002,Xbox (2001),2002,Sports,Microsoft Game Studios,0.28,0.08,0,0.01,0.37
5696,Shenmue II,Xbox (2001),2002,Adventure,Microsoft Game Studios,0.22,0.08,0,0.01,0.32
5723,NBA Inside Drive 2003,Xbox (2001),2002,Sports,Microsoft Game Studios,0.23,0.07,0,0.01,0.31
7989,Star Wars: The Clone Wars & Tetris Worlds,Xbox (2001),2002,Misc,Microsoft Game Studios,0.14,0.04,0,0.01,0.19
9500,NightCaster,Xbox (2001),2002,Action,Microsoft Game Studios,0.1,0.03,0,0,0.13
9645,Quantum Redshift,Xbox (2001),2002,Racing,Microsoft Game Studios,0.09,0.03,0,0,0.13
10672,Sneakers,Xbox (2001),2002,Puzzle,Microsoft Game Studios,0.07,0.02,0,0,0.1
10793,Steel Battalion,Xbox (2001),2002,Simulation,Microsoft Game Studios,0.05,0.02,0.02,0,0.1
10834,Whacked!,Xbox (2001),2002,Misc,Microsoft Game Studios,0.07,0.02,0,0,0.09
11149,Age of Mythology,PC,2002,Strategy,Microsoft Game Studios,0.02,0.06,0,0.01,0.09
11839,Maximum Chase,Xbox (2001),2002,Racing,Microsoft Game Studios,0.05,0.02,0,0,0.07
13312,Kakuto Chojin,Xbox (2001),2002,Fighting,Microsoft Game Studios,0.04,0.01,0,0,0.05
15636,Combat Flight Simulator 3: Battle for Europe,PC,2002,Simulation,Microsoft Game Studios,0.01,0.01,0,0,0.02
16043,Impossible Creatures,PC,2002,Strategy,Microsoft Game Studios,0,0.01,0,0,0.01
16328,RalliSport Challenge(JP sales),Xbox (2001),2002,Racing,Microsoft Game Studios,0,0,0.01,0,0.01
13623,Tennis Masters Series 2003,Xbox (2001),2002,Sports,Microids,0.03,0.01,0,0,0.04
14581,Syberia,PC,2002,Action,Microids,0,0.02,0,0,0.03
16202,Casper,Game Boy Advance,2002,Adventure,Microids,0.01,0,0,0,0.01
3025,Armored Core 3,Play Station 2,2002,Simulation,Metro 3D,0.22,0.17,0.23,0.06,0.67
11585,Sub Rebellion,Play Station 2,2002,Simulation,Metro 3D,0.04,0.03,0,0.01,0.08
7886,Lunar LeSega Genesisd,Game Boy Advance,2002,Role-Playing,Media Rings,0.14,0.05,0,0,0.19
16063,"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",Play Station 2,2002,Misc,Media Entertainment,0,0,0.01,0,0.01
11506,The King of Fighters EX2: Howling Blood,Game Boy Advance,2002,Fighting,Marvelous Interactive,0.06,0.02,0,0,0.08
13139,Turbo Turtle Adventure,Game Boy Advance,2002,Puzzle,Majesco Entertainment,0.04,0.01,0,0,0.05
1887,Star Wars: Bounty Hunter,Play Station 2,2002,Shooter,LucasArts,0.53,0.42,0,0.14,1.09
3991,Star Wars: Clone Wars,Play Station 2,2002,Shooter,LucasArts,0.24,0.19,0,0.06,0.5
5794,Star Wars Racer Revenge,Play Station 2,2002,Racing,LucasArts,0.15,0.12,0,0.04,0.31
6500,Star Wars: Bounty Hunter,GameCube,2002,Shooter,LucasArts,0.2,0.05,0,0.01,0.26
14253,CT Special Forces,Game Boy Advance,2002,Action,LSP Games,0.02,0.01,0,0,0.03
6589,ATV: Quad Power Racing,Game Boy Advance,2002,Racing,Liquid Games,0.18,0.07,0,0,0.26
9280,LEGO Island Xtreme Stunts,Game Boy Advance,2002,Racing,LEGO Media,0.1,0.04,0,0,0.14
475,World Soccer Winning Eleven 6 International,Play Station 2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
1516,Yu-Gi-Oh! The Sacred Cards,Game Boy Advance,2002,Role-Playing,Konami Digital Entertainment,0.94,0.35,0,0.02,1.3
1754,Yu-Gi-Oh! The Sacred Cards (American and Others sales),Game Boy Advance,2002,Role-Playing,Konami Digital Entertainment,0.84,0.27,0,0.05,1.16
2878,Yu-Gi-Oh! The Falsebound Kingdom,GameCube,2002,Strategy,Konami Digital Entertainment,0.49,0.13,0.07,0.02,0.71
3170,Konami Collector's Series: Arcade Advanced,Game Boy Advance,2002,Misc,Konami Digital Entertainment,0.46,0.17,0,0.01,0.64
3481,Contra: Shattered Soldier,Play Station 2,2002,Shooter,Konami Digital Entertainment,0.28,0.22,0,0.07,0.58
3839,Metal Gear Solid 2: Substance,Play Station 2,2002,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52
4465,Jikkyou Powerful Pro Yakyuu 9,Play Station 2,2002,Sports,Konami Digital Entertainment,0,0,0.44,0,0.44
5971,Power Pro Kun Pocket 4,Game Boy Advance,2002,Sports,Konami Digital Entertainment,0,0,0.29,0.01,0.29
6275,Motocross Maniacs Advance,Game Boy Advance,2002,Racing,Konami Digital Entertainment,0.2,0.07,0,0,0.27
6332,Yu-Gi-Oh! The Sacred Cards (JP weekly sales),Game Boy Advance,2002,Role-Playing,Konami Digital Entertainment,0,0,0.26,0.01,0.27
6530,Evolution Skateboarding,Play Station 2,2002,Sports,Konami Digital Entertainment,0.13,0.1,0,0.03,0.26
6602,Castlevania: Harmony of Dissonance,Game Boy Advance,2002,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0,0.26
6719,Tennis no Oji-Sama: Sega Genesisius Boys Academy,Game Boy Advance,2002,Sports,Konami Digital Entertainment,0,0,0.24,0.01,0.25
7855,FroSega Game Gearer's Adventures 2: The Lost Wand,Game Boy Advance,2002,Adventure,Konami Digital Entertainment,0.14,0.05,0,0,0.19
8166,K-1 World Grand Prix,Play Station 2,2002,Sports,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18
8562,Silent Scope 3,Play Station 2,2002,Shooter,Konami Digital Entertainment,0.08,0.06,0,0.02,0.16
9004,Tennis no Oji-Sama: Aim at The Victory!,Game Boy Advance,2002,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14
9428,FroSega Game Gearer Beyond,GameCube,2002,Platform,Konami Digital Entertainment,0.1,0.03,0,0,0.13
9656,World Soccer Winning Eleven 2002,Play Station,2002,Sports,Konami Digital Entertainment,0,0,0.12,0.01,0.13
9909,Jikkyou Powerful Pro Yakyuu 9,GameCube,2002,Sports,Konami Digital Entertainment,0,0,0.11,0,0.12
10157,Contra Advance: The Alien Wars EX,Game Boy Advance,2002,Shooter,Konami Digital Entertainment,0.08,0.03,0,0,0.11
11029,Jikkyou Powerful Pro Yakyuu 9 Ketteiban,Play Station 2,2002,Sports,Konami Digital Entertainment,0,0,0.09,0,0.09
11086,Captain Tsubasa: Aratanaru Densetsu Joshou,Play Station,2002,Sports,Konami Digital Entertainment,0,0,0.08,0.01,0.09
11343,Tokimeki Memorial: Girl's Side,Play Station 2,2002,Adventure,Konami Digital Entertainment,0,0,0.08,0,0.08
11657,FroSega Game Gearer Beyond,Xbox (2001),2002,Platform,Konami Digital Entertainment,0.06,0.02,0,0,0.08
11935,Disney Sports Skateboarding,Game Boy Advance,2002,Sports,Konami Digital Entertainment,0.05,0.02,0,0,0.07
12083,Hikaru no Go: Heian Sega Genesissou Ibunroku,Play Station,2002,Adventure,Konami Digital Entertainment,0,0,0.06,0,0.07
12226,FroSega Game Gearer Advance: The Great Quest,Game Boy Advance,2002,Action,Konami Digital Entertainment,0.05,0.02,0,0,0.07
12464,Metal Gear Solid: Social Ops,Play Station 2,2002,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
12484,Disney Sports Skateboarding,GameCube,2002,Sports,Konami Digital Entertainment,0.05,0.01,0,0,0.06
12776,ESPN International Winter Sports 2002,Play Station 2,2002,Sports,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
13096,Rave Master,GameCube,2002,Fighting,Konami Digital Entertainment,0,0,0.05,0,0.05
13109,ESPN International Winter Sports 2002,GameCube,2002,Sports,Konami Digital Entertainment,0.04,0.01,0,0,0.05
13936,Evolution Skateboarding,GameCube,2002,Sports,Konami Digital Entertainment,0.03,0.01,0,0,0.04
13939,Jikkyou World Soccer 2002,Play Station 2,2002,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04
14139,Silent Scope,Game Boy Advance,2002,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.03
14150,ESPN NBA 2Night 2002,Play Station 2,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.03
14281,Disney Sports Soccer,GameCube,2002,Sports,Konami Digital Entertainment,0.03,0.01,0,0,0.03
14631,Whiteout,Xbox (2001),2002,Racing,Konami Digital Entertainment,0.02,0.01,0,0,0.03
14671,ESPN Winter X Games: Snowboarding 2002,Xbox (2001),2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.03
14708,Disney Sports Soccer,Game Boy Advance,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.03
14960,NBA Starting Five,Xbox (2001),2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.02
15012,AirForce Delta Storm,Game Boy Advance,2002,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.02
15167,Evolution Snowboarding,Play Station 2,2002,Sports,Konami Digital Entertainment,0.01,0.01,0,0,0.02
15268,Whiteout,Play Station 2,2002,Racing,Konami Digital Entertainment,0.01,0.01,0,0,0.02
15404,ESPN MLS ExtraTime 2002,GameCube,2002,Sports,Konami Digital Entertainment,0.02,0,0,0,0.02
15502,ESPN MLS ExtraTime 2002,Xbox (2001),2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02
15595,ESPN NFL Primetime 2002,Xbox (2001),2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02
15656,Disney Sports Basketball,Game Boy Advance,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02
15664,Disney Sports Football,GameCube,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02
15795,WTA Tour Tennis,Game Boy Advance,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02
16141,WTA Tour Tennis,Xbox (2001),2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01
16199,Rave Master: Special Attack Force!,Game Boy Advance,2002,Fighting,Konami Digital Entertainment,0.01,0,0,0,0.01
16429,ESPN NBA 2Night 2002,Xbox (2001),2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01
15351,Disney Sports Football,Game Boy Advance,2002,Sports,Konami,0.01,0.01,0,0,0.02
15078,Shaman King: Chou Senjiryokketsu 3,Game Boy Advance,2002,Role-Playing,King Records,0,0,0.02,0,0.02
14401,ESega Game Gear Mania: ESega Game Gearstreme MadNintendo ESs,Play Station 2,2002,Puzzle,Kemco,0.02,0.01,0,0,0.03
16082,ESega Game Gear Mania: ESega Game Gearstreme MadNintendo ESs,Xbox (2001),2002,Puzzle,Kemco,0.01,0,0,0,0.01
16467,ESega Game Gear Mania: ESega Game Gearstreme MadNintendo ESs,GameCube,2002,Puzzle,Kemco,0.01,0,0,0,0.01
16596,Woody Woodpecker in Crazy Castle 5,Game Boy Advance,2002,Platform,Kemco,0.01,0,0,0,0.01
15186,Maximum Capacity: Hotel Giant,PC,2002,Strategy,JoWood Productions,0,0.02,0,0,0.02
5218,Hamster Club 3,Game Boy Advance,2002,Simulation,Jorudan,0,0,0.35,0.01,0.36
2869,Super Trucks Racing,Play Station 2,2002,Racing,Jester Interactive,0.35,0.27,0,0.09,0.71
13341,NightCaster II: Equinox,Xbox (2001),2002,Action,Jaleco,0.03,0.01,0,0,0.05
16379,Super Bubble Pop,Xbox (2001),2002,Puzzle,Jaleco,0.01,0,0,0,0.01
5047,Hunter: The Reckoning,Xbox (2001),2002,Action,Interplay,0.28,0.08,0,0.01,0.38
16358,Icewind Dale II,PC,2002,Role-Playing,Interplay,0,0.01,0,0,0.01
827,Sonic Mega Collection,GameCube,2002,Misc,Infogrames,1.47,0.48,0.05,0.06,2.05
1070,Dragon Ball Z: The Legacy of Goku,Game Boy Advance,2002,Role-Playing,Infogrames,1.52,0.12,0,0.05,1.69
3586,Backyard NFL Football,Game Boy Advance,2002,Sports,Infogrames,0.4,0.15,0,0.01,0.56
3946,Monopoly Party,Play Station 2,2002,Misc,Infogrames,0.25,0.19,0,0.06,0.51
4013,Men in Black II: Alien Escape,Play Station 2,2002,Shooter,Infogrames,0.24,0.19,0,0.06,0.5
4233,Dragon Ball Z: Collectible Card Game,Game Boy Advance,2002,Misc,Infogrames,0.33,0.12,0,0.01,0.46
4326,Phantasy Star Online Episode I & II,GameCube,2002,Role-Playing,Infogrames,0.23,0.06,0.16,0.01,0.45
6313,NickToons: Racing,Game Boy Advance,2002,Racing,Infogrames,0.19,0.07,0,0,0.27
6592,Backyard NFL Football,GameCube,2002,Sports,Infogrames,0.2,0.05,0,0.01,0.26
7241,Nickelodeon Party Blast,Xbox (2001),2002,Misc,Infogrames,0.16,0.05,0,0.01,0.22
7694,Looney TuNintendo ES: Space Race,Play Station 2,2002,Racing,Infogrames,0.1,0.08,0,0.03,0.2
8047,Monopoly Party,Xbox (2001),2002,Misc,Infogrames,0.14,0.04,0,0.01,0.18
8388,Gunvalkyrie,Xbox (2001),2002,Shooter,Infogrames,0.13,0.04,0,0.01,0.17
8497,Zapper: One Wicked Cricket!,Play Station 2,2002,Platform,Infogrames,0.08,0.06,0,0.02,0.16
8564,NASCAR Heat 2002,Game Boy Advance,2002,Racing,Infogrames,0.12,0.04,0,0,0.16
9112,Zapper: One Wicked Cricket!,Game Boy Advance,2002,Platform,Infogrames,0.1,0.04,0,0,0.14
9581,Zapper: One Wicked Cricket!,GameCube,2002,Platform,Infogrames,0.1,0.03,0,0,0.13
9592,Monopoly Party,GameCube,2002,Misc,Infogrames,0.1,0.03,0,0,0.13
10998,NASCAR: Dirt to Daytona,GameCube,2002,Racing,Infogrames,0.07,0.02,0,0,0.09
12393,There,Play Station,2002,Simulation,Infogrames,0.03,0.02,0,0,0.06
12904,Zapper: One Wicked Cricket!,Xbox (2001),2002,Platform,Infogrames,0.04,0.01,0,0,0.05
15927,RollerCoaster Tycoon: Gold Edition,PC,2002,Strategy,Infogrames,0.01,0,0,0,0.02
4144,World of Outlaws: Sprint Cars 2002,Play Station 2,2002,Racing,Ignition Entertainment,0.23,0.18,0,0.06,0.48
13200,Pinball Tycoon,Game Boy Advance,2002,Misc,Ignition Entertainment,0.03,0.01,0,0,0.05
13240,Next Sega Genesiseration of Chaos,Play Station 2,2002,Role-Playing,Idea Factory,0,0,0.05,0,0.05
15066,Blender Bros.,Game Boy Advance,2002,Platform,Hudson Soft,0.02,0.01,0,0,0.02
4282,Momotarou Dentetsu 11,Play Station 2,2002,Misc,Hudson Soft,0,0,0.46,0,0.46
11320,Bomberman Jetters,GameCube,2002,Puzzle,Hudson Soft,0.06,0.02,0,0,0.08
11644,Momotarou Dentetsu 11,GameCube,2002,Misc,Hudson Soft,0,0,0.07,0,0.08
14130,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,Game Boy Advance,2002,Action,Hudson Soft,0,0,0.03,0,0.03
6152,Arcade Hits: Frisky Tom,Play Station,2002,Action,Hamster Corporation,0.16,0.11,0,0.02,0.28
12091,Judie no Atelier: Guramnat no Renkinjutsushi,Play Station 2,2002,Role-Playing,Gust,0,0,0.07,0,0.07
1184,Conflict: Desert Storm,Play Station 2,2002,Shooter,Gotham Games,0.98,0.53,0,0.06,1.57
10112,Murakumo: Renegade Mech Pursuit,Xbox (2001),2002,Shooter,From Software,0.04,0.01,0.06,0,0.11
14636,Hajime no Ippo: The Fighting,Game Boy Advance,2002,Fighting,ESP,0,0,0.03,0,0.03
9429,RPG Maker II,Play Station 2,2002,Role-Playing,Enterbrain,0.06,0.05,0,0.02,0.13
9590,Derby Stallion Advance,Game Boy Advance,2002,Sports,Enterbrain,0,0,0.12,0,0.13
12088,Fighter Maker 2,Play Station 2,2002,Fighting,Enterbrain,0.03,0.03,0,0.01,0.07
3726,Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,Play Station 2,2002,Role-Playing,Enix Corporation,0,0,0.54,0,0.54
5033,Grandia Xtreme,Play Station 2,2002,Role-Playing,Enix Corporation,0.07,0.05,0.25,0.02,0.38
5604,Dragon Quest Monsters 1Â·2,Play Station,2002,Role-Playing,Enix Corporation,0,0,0.3,0.02,0.32
12079,Robot Alchemic Drive,Play Station 2,2002,Action,Enix Corporation,0.03,0.03,0,0.01,0.07
13904,Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,Play Station 2,2002,Sports,Enix Corporation,0,0,0.04,0,0.04
2472,Big Mutha Truckers,Play Station 2,2002,Racing,Empire Interactive,0.41,0.32,0,0.11,0.84
7741,Big Mutha Truckers,Xbox (2001),2002,Racing,Empire Interactive,0.15,0.04,0,0.01,0.19
10385,Total Immersion Racing,Play Station 2,2002,Racing,Empire Interactive,0.05,0.04,0,0.01,0.11
11628,Endgame,Play Station 2,2002,Shooter,Empire Interactive,0.04,0.03,0,0.01,0.08
12436,Bubble Bobble: Old & New,Game Boy Advance,2002,Puzzle,Empire Interactive,0.04,0.02,0,0,0.06
13768,Antz Extreme Racing,Play Station 2,2002,Racing,Empire Interactive,0.02,0.02,0,0.01,0.04
15051,Total Immersion Racing,Xbox (2001),2002,Racing,Empire Interactive,0.02,0.01,0,0,0.02
15897,Antz Extreme Racing,Xbox (2001),2002,Racing,Empire Interactive,0.01,0,0,0,0.02
1651,NASCAR Thunder 2003,Play Station 2,2002,Racing,Electronic Arts,0.6,0.46,0,0.16,1.22
115,Medal of Honor: Frontline,Play Station 2,2002,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,6.83
228,The Lord of the Rings: The Two Towers,Play Station 2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67
280,Madden NFL 2003,Play Station 2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14
329,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0,0.17,3.76
393,FIFA Soccer 2003,Play Station 2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4
404,James Bond 007: Nightfire,Play Station 2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33
457,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0,0.14,3.07
587,Harry Potter and the Chamber of Secrets,Play Station 2,2002,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61
782,Need for Speed: Hot Pursuit 2,Play Station 2,2002,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.11
855,Harry Potter and the Chamber of Secrets,Game Boy Advance,2002,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99
856,Harry Potter and the Chamber of Secrets,Play Station,2002,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98
1106,NBA Live 2003,Play Station 2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66
1120,Tiger Woods PGA Tour 2003,Play Station 2,2002,Sports,Electronic Arts,0.8,0.63,0,0.21,1.64
1233,The Simpsons Skateboarding,Play Station 2,2002,Sports,Electronic Arts,0.36,0.9,0,0.27,1.52
1270,Medal of Honor: Frontline,Xbox (2001),2002,Shooter,Electronic Arts,1,0.43,0,0.06,1.49
1346,NCAA Football 2003,Play Station 2,2002,Sports,Electronic Arts,1.16,0.08,0,0.19,1.44
1434,Dead to Rights,Play Station 2,2002,Shooter,Electronic Arts,0.67,0.52,0,0.17,1.36
1724,Ty the Tasmanian Tiger,Play Station 2,2002,Platform,Electronic Arts,0.57,0.45,0,0.15,1.17
1942,Freekstyle,Play Station 2,2002,Racing,Electronic Arts,0.52,0.41,0,0.14,1.06
2220,NHL 2003,Play Station 2,2002,Sports,Electronic Arts,0.46,0.36,0,0.12,0.93
2281,Knockout Kings 2002,Play Station 2,2002,Sports,Electronic Arts,0.45,0.35,0,0.12,0.91
2296,Tiger Woods PGA Tour 2002,Play Station 2,2002,Sports,Electronic Arts,0.44,0.35,0,0.12,0.9
2315,James Bond 007: ASega Genesist Under Fire,Xbox (2001),2002,Shooter,Electronic Arts,0.65,0.22,0,0.03,0.9
2403,Triple Play 2002,Play Station 2,2002,Sports,Electronic Arts,0.43,0.33,0,0.11,0.87
2506,James Bond 007: Nightfire,Xbox (2001),2002,Shooter,Electronic Arts,0.58,0.22,0,0.03,0.82
2514,Need for Speed: Hot Pursuit 2,Xbox (2001),2002,Racing,Electronic Arts,0.68,0.11,0,0.03,0.82
2589,Need for Speed: Hot Pursuit 2,GameCube,2002,Racing,Electronic Arts,0.68,0.09,0,0.02,0.8
2655,James Bond 007: Nightfire,GameCube,2002,Shooter,Electronic Arts,0.6,0.16,0,0.02,0.78
2782,The Lord of the Rings: The Two Towers,Game Boy Advance,2002,Action,Electronic Arts,0.53,0.2,0,0.01,0.74
2825,James Bond 007: ASega Genesist Under Fire,GameCube,2002,Shooter,Electronic Arts,0.56,0.15,0,0.02,0.72
2836,Dead to Rights,Xbox (2001),2002,Shooter,Electronic Arts,0.53,0.17,0,0.03,0.72
2859,The Lord of the Rings: The Two Towers,Xbox (2001),2002,Action,Electronic Arts,0.45,0.24,0,0.03,0.71
2860,Madden NFL 2003,Xbox (2001),2002,Sports,Electronic Arts,0.67,0.02,0,0.03,0.71
2964,Harry Potter and the Chamber of Secrets,GameCube,2002,Action,Electronic Arts,0.53,0.14,0,0.02,0.69
3062,NCAA March MadNintendo ESs 2003,Play Station 2,2002,Sports,Electronic Arts,0.32,0.25,0,0.08,0.66
